index,x_m,y_m,yaw_deg,direction,mode,drive_level,event
824,4.001,6.049,147.755,-1,2,1.00,NONE
825,3.866,6.134,135.871,-1,2,1.00,NONE
826,3.744,6.252,169.239,-1,2,1.00,NONE
827,3.442,6.310,95.376,-1,2,1.00,NONE
828,3.427,6.459,109.298,-1,2,1.00,NONE
829,3.357,6.660,-93.506,-1,2,1.00,NONE
830,3.347,6.493,-150.842,-1,2,1.00,NONE
831,3.201,6.411,-138.776,-1,2,1.00,NONE
832,2.905,6.152,-146.313,-1,2,1.00,NONE
833,2.452,5.850,174.747,-1,2,1.00,NONE
834,1.776,5.912,-176.526,-1,2,1.00,NONE
835,1.045,5.868,-173.112,-1,2,1.00,NONE
836,0.396,5.789,-176.941,-1,2,1.00,NONE
837,-0.052,5.765,-174.507,-1,2,1.00,NONE
838,-0.383,5.734,-170.013,-1,2,1.00,NONE
839,-0.762,5.667,178.631,-1,2,1.00,NONE
840,-1.253,5.678,173.958,-1,2,1.00,NONE
841,-1.697,5.725,174.773,-1,2,1.00,NONE
842,-1.894,5.744,168.634,-1,2,1.00,NONE
843,-2.068,5.779,-138.320,-1,2,1.00,NONE
844,-2.204,5.658,134.756,-1,2,1.00,NONE
845,-3.620,7.086,164.835,-1,2,1.00,NONE
846,-5.213,7.517,162.309,-1,2,1.00,NONE
847,-6.226,7.840,160.453,-1,2,1.00,NONE
848,-6.950,8.097,161.152,-1,2,1.00,NONE
849,-7.467,8.274,159.771,-1,2,1.00,NONE
850,-7.845,8.413,154.889,-1,2,1.00,NONE
851,-8.153,8.558,154.196,-1,2,1.00,NONE
852,-8.438,8.695,154.171,-1,2,1.00,NONE
853,-8.666,8.806,155.366,-1,2,1.00,NONE
854,-8.861,8.895,154.008,-1,2,1.00,NONE
855,-9.032,8.978,-137.783,-1,2,1.00,NONE
856,-9.155,8.866,-139.779,-1,2,1.00,NONE
857,-9.329,8.719,-123.965,-1,2,1.00,NONE
858,-9.419,8.585,-118.205,-1,2,1.00,NONE
859,-9.499,8.437,-37.156,-1,2,1.00,NONE
860,-9.374,8.343,-23.847,-1,2,1.00,NONE
861,-9.158,8.247,-24.501,-1,2,1.00,NONE
862,-8.964,8.159,-24.331,-1,2,1.00,NONE
863,-8.827,8.097,-19.321,-1,2,1.00,NONE
864,-8.677,8.045,-21.908,-1,2,1.00,NONE
865,-8.494,7.971,-23.180,-1,2,1.00,NONE
866,-8.334,7.902,-24.501,-1,2,1.00,NONE
867,-8.140,7.814,-27.594,-1,2,1.00,NONE
868,-7.992,7.737,-23.809,-1,2,1.00,NONE
869,-7.855,7.676,-28.492,-1,2,1.00,NONE
870,-7.673,7.578,-33.880,-1,2,1.00,NONE
871,-7.493,7.456,-30.128,-1,2,1.00,NONE
872,-7.334,7.364,-31.913,-1,2,1.00,NONE
873,-7.198,7.280,-37.508,-1,2,1.00,NONE
874,-7.075,7.185,-35.493,-1,2,1.00,NONE
875,-6.883,7.048,-39.145,-1,2,1.00,NONE
876,-6.750,6.940,-39.232,-1,2,1.00,NONE
877,-6.616,6.830,-41.932,-1,2,1.00,NONE
878,-6.460,6.690,-40.350,-1,2,1.00,NONE
879,-6.314,6.567,-42.929,-1,2,1.00,NONE
880,-6.203,6.463,-40.642,-1,2,1.00,NONE
881,-6.059,6.339,-42.854,-1,2,1.00,NONE
882,-5.948,6.236,-32.088,-1,2,1.00,NONE
883,-5.778,6.130,-36.434,-1,2,1.00,NONE
884,-5.620,6.013,-31.979,-1,2,1.00,NONE
885,-5.451,5.908,-32.334,-1,2,1.00,NONE
886,-5.248,5.779,-31.913,-1,2,1.00,NONE
887,-5.112,5.694,-32.352,-1,2,1.00,NONE
888,-4.942,5.587,-31.913,-1,2,1.00,NONE
889,-4.806,5.502,-19.141,-1,2,1.00,NONE
890,-4.634,5.443,-14.903,-1,2,1.00,NONE
891,-4.473,5.400,-19.321,-1,2,1.00,NONE
892,-4.323,5.347,-8.928,-1,2,1.00,NONE
893,-4.219,5.331,-24.331,-1,3,1.00,NONE
894,-4.082,5.269,6.812,-1,3,1.00,NONE
895,-3.928,5.287,21.919,-1,3,1.00,NONE
896,-3.784,5.345,35.687,-1,3,1.00,NONE
897,-3.661,5.434,35.687,-1,3,1.00,NONE
898,-3.539,5.522,56.035,-1,3,1.00,NONE
899,-3.449,5.655,75.115,-1,3,1.00,NONE
900,-3.434,5.711,64.239,-1,3,2.00,NONE
901,-3.366,5.851,70.052,-1,3,2.00,NONE
902,-3.310,6.006,70.052,1,3,2.00,NONE
903,-3.254,6.161,73.233,1,3,2.00,NONE
904,-3.210,6.307,59.714,1,3,2.00,NONE
905,-3.118,6.464,70.052,1,3,2.00,NONE
906,-3.062,6.619,69.764,1,3,2.00,NONE
907,-3.005,6.773,30.440,1,3,2.00,NONE
908,-2.836,6.872,-30.128,1,3,2.00,NONE
909,-2.677,6.781,-58.518,1,3,2.00,NONE
910,-2.570,6.606,-86.472,1,3,2.00,NONE
911,-2.558,6.409,-54.313,1,3,2.00,NONE
912,-2.461,6.274,-85.727,1,3,2.00,NONE
913,-2.448,6.099,-62.679,1,3,2.00,NONE
914,-2.353,5.916,-71.225,1,3,2.00,NONE
915,-2.303,5.770,-64.829,1,3,2.00,NONE
916,-2.231,5.616,-66.752,1,3,2.00,NONE
917,-2.149,5.424,-86.717,1,3,2.00,NONE
918,-2.137,5.227,-81.032,1,3,2.00,NONE
919,-2.111,5.062,-90.238,1,3,2.00,NONE
920,-2.112,4.856,-99.141,1,3,2.00,NONE
921,-2.150,4.623,-110.543,1,3,2.00,NONE
922,-2.220,4.436,-112.794,1,3,2.00,NONE
923,-2.302,4.240,136.037,1,3,2.00,NONE
924,-2.546,4.476,-8.804,1,3,2.00,NONE
925,-2.232,4.427,-59.445,1,3,2.00,NONE
926,-2.147,4.283,-52.110,1,3,2.00,NONE
927,-1.907,3.975,-120.286,1,3,2.00,NONE
928,-1.999,3.818,-72.562,1,3,2.00,NONE
929,-1.940,3.632,-104.633,1,3,2.00,NONE
930,-1.985,3.463,-49.677,1,3,2.00,NONE
931,-1.864,3.321,-27.594,1,3,2.00,NONE
932,-1.717,3.244,-97.993,1,3,2.00,NONE
933,-1.738,3.092,-103.398,1,3,2.00,NONE
934,-1.784,2.899,-64.829,1,3,2.00,NONE
935,-1.712,2.745,-115.761,1,3,2.00,NONE
936,-1.779,2.605,-106.537,1,3,2.00,NONE
937,-1.822,2.460,-107.066,1,3,2.00,NONE
938,-1.867,2.315,-71.118,1,3,2.00,NONE
939,-1.816,2.167,-71.579,1,3,2.00,NONE
940,-1.767,2.020,-109.750,1,3,2.00,NONE
941,-1.823,1.866,-161.316,1,3,2.00,NONE
942,-2.063,1.785,-147.588,1,3,2.00,NONE
943,-2.343,1.607,-140.085,1,3,2.00,NONE
944,-2.541,1.441,-150.970,1,3,2.00,NONE
945,-2.820,1.286,-153.611,1,3,2.00,NONE
946,-3.025,1.185,-105.134,1,3,2.00,NONE
947,-3.102,0.902,-129.449,1,3,2.00,NONE
948,-3.240,0.733,-129.093,1,3,2.00,NONE
949,-3.418,0.515,-36.156,1,3,2.00,NONE
950,-3.260,0.399,-86.717,1,3,2.00,NONE
951,-3.249,0.202,-89.513,1,3,2.00,NONE
952,-3.247,0.044,-100.394,1,3,2.00,NONE
953,-3.281,-0.140,-100.605,1,3,2.00,NONE
954,-3.316,-0.325,-99.141,1,3,2.00,NONE
955,-3.353,-0.558,-112.684,1,3,2.00,NONE
956,-3.422,-0.722,-138.124,1,3,2.00,NONE
957,-3.546,-0.833,-112.796,1,3,2.00,NONE
958,-3.642,-1.062,-110.916,1,3,2.00,NONE
959,-3.739,-1.315,-93.535,1,3,2.00,NONE
960,-3.754,-1.553,-89.741,1,3,2.00,NONE
961,-3.753,-1.736,-120.527,1,3,2.00,NONE
962,-3.870,-1.935,-81.341,1,3,2.00,NONE
963,-3.820,-2.263,-96.701,1,3,2.00,NONE
964,-3.843,-2.464,-97.259,1,3,2.00,NONE
965,-3.866,-2.640,-144.313,1,3,2.00,NONE
966,-4.013,-2.746,-115.317,1,3,2.00,NONE
967,-4.094,-2.917,-138.776,1,3,2.00,NONE
968,-4.242,-3.047,-114.914,1,3,2.00,NONE
969,-4.337,-3.252,-144.313,1,3,2.00,NONE
970,-4.533,-3.393,-125.671,1,3,2.00,NONE
971,-4.635,-3.535,-103.587,1,3,2.00,NONE
972,-4.682,-3.729,-86.717,1,3,2.00,NONE
973,-4.671,-3.926,-109.266,1,3,2.00,NONE
974,-4.756,-4.169,-100.279,1,3,2.00,NONE
975,-4.808,-4.458,-99.141,1,3,2.00,NONE
976,-4.846,-4.691,-97.736,1,3,2.00,NONE
977,-4.866,-4.843,-78.783,1,3,2.00,NONE
978,-4.831,-5.023,-115.317,1,3,2.00,NONE
979,-4.912,-5.195,-93.240,1,3,2.00,NONE
980,-4.921,-5.362,-93.506,1,3,2.00,NONE
981,-4.932,-5.529,-89.305,1,3,2.00,NONE
982,-4.930,-5.688,-76.381,1,3,2.00,NONE
983,-4.892,-5.843,100.076,1,3,2.00,NONE
984,-4.953,-5.499,99.027,1,3,2.00,NONE
985,-4.995,-5.233,86.760,1,3,2.00,NONE
986,-4.986,-5.066,95.376,1,3,2.00,NONE
987,-5.000,-4.916,95.705,1,3,2.00,NONE
988,-5.015,-4.767,-10.889,1,3,2.00,NONE
989,-4.864,-4.796,-10.889,1,3,2.00,NONE
