index,x_m,y_m,yaw_deg,direction,mode,drive_level,event
566,-14.618,7.733,-142.505,-1,2,1.00,NONE
567,-14.748,7.582,-147.499,-1,2,1.00,NONE
568,-14.908,7.464,-149.746,-1,2,1.00,NONE
569,-15.077,7.356,-151.260,-1,2,1.00,NONE
570,-15.246,7.251,-152.908,-1,2,1.00,NONE
571,-15.421,7.153,-153.898,-1,2,1.00,NONE
572,-15.599,7.062,-153.827,-1,2,1.00,NONE
573,-15.778,6.972,-153.525,-1,2,1.00,NONE
574,-15.958,6.886,-152.494,-1,2,1.00,NONE
575,-16.139,6.801,-150.740,-1,2,1.00,NONE
576,-16.317,6.709,-149.102,-1,2,1.00,NONE
577,-16.493,6.615,-143.590,-1,2,1.00,NONE
578,-16.668,6.517,-128.531,-1,2,1.00,NONE
579,-16.836,6.410,-67.480,-1,2,1.00,NONE
580,-17.002,6.299,-1.300,-1,2,1.00,NONE
581,-17.126,6.155,100.105,-1,2,1.00,NONE
582,-16.949,6.189,172.850,-1,2,1.00,NONE
583,-16.762,6.260,-176.893,-1,2,1.00,NONE
584,-16.829,6.330,-171.564,-1,2,1.00,NONE
585,-17.023,6.282,-174.084,-1,2,1.00,NONE
586,-17.220,6.247,-172.021,-1,2,1.00,NONE
587,-17.419,6.225,-165.531,-1,2,1.00,NONE
588,-17.618,6.213,-154.224,-1,2,1.00,NONE
589,-17.815,6.200,-140.487,-1,2,1.00,NONE
590,-18.004,6.139,-129.577,-1,2,1.00,NONE
591,-18.173,6.034,-121.206,-1,2,1.00,NONE
592,-18.304,5.885,-109.569,-1,2,1.00,NONE
593,-18.407,5.714,-98.871,-1,2,1.00,NONE
594,-18.502,5.538,-86.705,-1,2,1.00,NONE
595,-18.585,5.358,-75.822,-1,2,1.00,NONE
596,-18.564,5.160,-70.359,-1,2,1.00,NONE
597,-18.526,4.965,-66.183,-1,2,1.00,NONE
598,-18.459,4.776,-62.253,-1,2,1.00,NONE
599,-18.391,4.588,-57.132,-1,2,1.00,NONE
600,-18.297,4.411,-50.421,-1,2,1.00,NONE
601,-18.204,4.235,-30.017,-1,2,1.00,NONE
602,-18.089,4.072,17.918,-1,2,1.00,NONE
603,-17.959,3.920,80.669,-1,2,1.00,NONE
604,-17.806,3.804,102.491,-1,2,1.00,NONE
605,-17.726,3.874,110.834,-1,2,1.00,NONE
606,-17.775,4.067,113.318,-1,2,1.00,NONE
607,-17.850,4.252,114.063,-1,2,1.00,NONE
608,-17.927,4.437,115.089,-1,2,1.00,NONE
609,-18.009,4.619,115.708,-1,2,1.00,NONE
610,-18.091,4.802,115.523,-1,2,1.00,NONE
611,-18.176,4.983,114.298,-1,2,1.00,NONE
612,-18.266,5.161,110.334,-1,2,1.00,NONE
613,-18.356,5.340,104.980,-1,2,1.00,NONE
614,-18.436,5.523,98.929,-1,2,1.00,NONE
615,-18.505,5.711,90.126,-1,2,1.00,NONE
616,-18.542,5.906,74.854,-1,2,1.00,NONE
617,-18.561,6.105,49.516,-1,2,1.00,NONE
618,-18.559,6.304,24.438,-1,2,1.00,NONE
619,-18.510,6.495,7.449,-1,2,1.00,NONE
620,-18.380,6.613,-0.372,-1,2,1.00,NONE
621,-18.182,6.582,3.235,-1,2,1.00,NONE
622,-17.984,6.576,5.032,-1,2,1.00,NONE
623,-17.784,6.591,5.438,-1,2,1.00,NONE
624,-17.585,6.608,6.550,-1,2,1.00,NONE
625,-17.386,6.627,19.640,-1,2,1.00,NONE
626,-17.187,6.647,46.911,-1,2,1.00,NONE
627,-16.988,6.667,97.054,-1,2,1.00,NONE
628,-16.791,6.699,137.556,-1,2,1.00,NONE
629,-16.701,6.813,155.976,-1,2,1.00,NONE
630,-16.784,6.975,170.211,-1,2,1.00,NONE
631,-16.965,7.057,178.362,-1,2,1.00,NONE
632,-17.160,7.099,-177.421,-1,2,1.00,NONE
633,-17.359,7.115,176.702,-1,2,1.00,NONE
634,-17.559,7.109,158.425,-1,2,1.00,NONE
635,-17.756,7.080,134.114,-1,2,1.00,NONE
636,-17.954,7.062,109.262,-1,2,1.00,NONE
637,-18.123,7.147,80.712,-1,2,1.00,NONE
638,-18.173,7.340,51.045,-1,2,1.00,NONE
639,-18.211,7.536,-26.970,-1,2,1.00,NONE
640,-18.209,7.725,-60.220,-1,2,1.00,NONE
641,-18.023,7.794,-89.035,-1,2,1.00,NONE
642,-17.982,7.643,-102.441,-1,2,1.00,NONE
643,-17.945,7.450,-120.385,-1,2,1.00,NONE
644,-17.897,7.261,-133.216,-1,2,1.00,NONE
645,-17.970,7.074,-134.469,-1,2,1.00,NONE
646,-18.124,6.956,-126.046,-1,2,1.00,NONE
647,-18.294,6.851,-106.016,-1,2,1.00,NONE
648,-18.422,6.706,-87.280,-1,2,1.00,NONE
649,-18.513,6.528,-72.442,-1,2,1.00,NONE
650,-18.581,6.349,-61.510,-1,2,1.00,NONE
651,-18.503,6.166,-61.283,-1,2,1.00,NONE
652,-18.393,5.999,-66.026,-1,2,1.00,NONE
653,-18.293,5.826,-70.748,-1,2,1.00,NONE
654,-18.201,5.648,-75.336,-1,2,1.00,NONE
655,-18.120,5.466,-80.178,-1,2,1.00,NONE
656,-18.070,5.272,-82.765,-1,2,1.00,NONE
657,-18.031,5.076,-84.837,-1,2,1.00,NONE
658,-18.000,4.879,-78.931,-1,2,1.00,NONE
659,-17.984,4.679,-64.864,-1,2,1.00,NONE
660,-17.970,4.480,-49.129,-1,2,1.00,NONE
661,-17.959,4.280,-32.828,-1,2,1.00,NONE
662,-17.873,4.128,-24.411,-1,2,1.00,NONE
663,-17.697,4.033,-21.706,-1,2,1.00,NONE
664,-17.519,3.941,-18.632,-1,2,1.00,NONE
665,-17.333,3.870,-17.116,-1,2,1.00,NONE
666,-17.146,3.798,-14.632,-1,2,1.00,NONE
667,-16.956,3.737,-12.468,-1,2,1.00,NONE
668,-16.762,3.686,-11.021,-1,2,1.00,NONE
669,-16.569,3.635,-9.023,-1,2,1.00,NONE
670,-16.373,3.596,-7.697,-1,2,1.00,NONE
671,-16.175,3.565,-6.846,-1,2,1.00,NONE
672,-15.978,3.533,-9.039,-1,2,1.00,NONE
673,-15.780,3.509,-14.981,-1,2,1.00,NONE
674,-15.581,3.489,-22.457,-1,2,1.00,NONE
675,-15.382,3.469,-30.301,-1,2,1.00,NONE
676,-15.195,3.410,-35.239,-1,2,1.00,NONE
677,-15.023,3.308,-37.502,-1,2,1.00,NONE
678,-14.860,3.193,-38.813,-1,2,1.00,NONE
679,-14.701,3.072,-38.265,-1,2,1.00,NONE
680,-14.543,2.950,-35.602,-1,2,1.00,NONE
681,-14.389,2.822,-28.866,-1,2,1.00,NONE
682,-14.237,2.692,-21.474,-1,2,1.00,NONE
683,-14.074,2.578,-15.133,-1,2,1.00,NONE
684,-13.897,2.486,-9.591,-1,2,1.00,NONE
685,-13.702,2.442,-7.397,-1,2,1.00,NONE
686,-13.506,2.404,-4.804,-1,2,1.00,NONE
687,-13.309,2.371,-2.567,-1,2,1.00,NONE
688,-13.109,2.353,-1.184,-1,2,1.00,NONE
689,-12.910,2.340,-0.035,-1,2,1.00,NONE
690,-12.710,2.337,-0.088,-1,2,1.00,NONE
691,-12.510,2.335,-0.344,-1,2,1.00,NONE
692,-12.310,2.337,-0.024,-1,2,1.00,NONE
693,-12.110,2.339,0.415,-1,2,1.00,NONE
694,-11.910,2.335,1.348,-1,2,1.00,NONE
695,-11.710,2.330,2.423,-1,2,1.00,NONE
696,-11.510,2.336,1.744,-1,2,1.00,NONE
697,-11.310,2.345,0.644,-1,2,1.00,NONE
698,-11.111,2.354,-1.065,-1,2,1.00,NONE
699,-10.911,2.364,-2.713,-1,2,1.00,NONE
700,-10.711,2.361,-3.276,-1,2,1.00,NONE
701,-10.511,2.354,-3.590,-1,2,1.00,NONE
702,-10.312,2.339,-3.354,-1,2,1.00,NONE
703,-10.112,2.326,-0.540,-1,2,1.00,NONE
704,-9.912,2.315,3.483,-1,2,1.00,NONE
705,-9.713,2.304,7.520,-1,2,1.00,NONE
706,-9.513,2.293,11.531,-1,2,1.00,NONE
707,-9.316,2.318,12.895,-1,2,1.00,NONE
708,-9.122,2.363,14.945,-1,2,1.00,NONE
709,-8.927,2.407,17.121,-1,2,1.00,NONE
710,-8.732,2.452,19.299,-1,2,1.00,NONE
711,-8.537,2.497,21.470,-1,2,1.00,NONE
712,-8.350,2.569,21.593,-1,2,1.00,NONE
713,-8.164,2.642,21.978,-1,2,1.00,NONE
714,-7.978,2.716,23.480,1,1,2.00,NONE
715,-7.792,2.789,24.983,-1,2,1.00,NONE
716,-7.606,2.863,26.486,-1,2,1.00,NONE
717,-7.423,2.941,27.603,-1,2,1.00,NONE
718,-7.245,3.034,27.603,-1,2,1.00,NONE
719,-7.068,3.127,27.603,-1,2,1.00,NONE
720,-6.891,3.219,28.747,-1,2,1.00,NONE
721,-6.714,3.312,30.228,-1,2,1.00,NONE
722,-6.536,3.405,31.709,-1,2,1.00,NONE
723,-6.359,3.497,33.189,-1,2,1.00,NONE
724,-6.190,3.604,33.525,-1,2,1.00,NONE
725,-6.023,3.714,33.525,-1,2,1.00,NONE
726,-5.857,3.825,34.986,-1,2,1.00,NONE
727,-5.690,3.935,38.693,-1,2,1.00,NONE
728,-5.523,4.046,42.419,-1,2,1.00,NONE
729,-5.356,4.156,46.132,-1,2,1.00,NONE
730,-5.203,4.282,48.381,-1,2,1.00,NONE
731,-5.070,4.431,49.927,-1,2,1.00,NONE
732,-4.937,4.581,51.894,-1,2,1.00,NONE
733,-4.804,4.730,54.497,-1,2,1.00,NONE
734,-4.672,4.880,59.150,-1,2,1.00,NONE
735,-4.556,5.043,69.465,-1,2,1.00,NONE
736,-4.445,5.209,90.298,-1,2,1.00,NONE
737,-4.341,5.379,155.211,-1,2,1.00,NONE
738,-4.263,5.563,-155.631,-1,2,1.00,NONE
739,-4.286,5.748,-127.994,-1,2,1.00,NONE
740,-4.372,5.652,-119.626,-1,2,1.00,NONE
741,-4.546,5.558,-102.948,-1,2,1.00,NONE
742,-4.704,5.440,-90.415,-1,2,1.00,NONE
743,-4.750,5.255,-88.933,-1,2,1.00,NONE
744,-4.718,5.057,-93.139,-1,2,1.00,NONE
745,-4.709,4.858,-96.262,-1,2,1.00,NONE
746,-4.709,4.658,-98.846,-1,2,1.00,NONE
747,-4.735,4.460,-99.519,-1,2,1.00,NONE
748,-4.762,4.262,-101.433,-1,2,1.00,NONE
749,-4.796,4.065,-102.795,-1,2,1.00,NONE
750,-4.832,3.868,-104.062,-1,2,1.00,NONE
751,-4.868,3.671,-106.599,-1,2,1.00,NONE
752,-4.920,3.478,-107.895,-1,2,1.00,NONE
753,-4.973,3.285,-109.039,-1,2,1.00,NONE
754,-5.026,3.093,-109.519,-1,2,1.00,NONE
755,-5.096,2.905,-108.726,-1,2,1.00,NONE
756,-5.166,2.718,-108.058,-1,2,1.00,NONE
757,-5.234,2.530,-107.599,-1,2,1.00,NONE
758,-5.293,2.339,-108.032,-1,2,1.00,NONE
759,-5.353,2.148,-108.976,-1,2,1.00,NONE
760,-5.414,1.957,-109.852,-1,2,1.00,NONE
761,-5.476,1.767,-110.859,-1,2,1.00,NONE
762,-5.541,1.578,-111.843,-1,2,1.00,NONE
763,-5.613,1.391,-112.662,1,1,2.00,NONE
764,-5.685,1.205,-113.099,-1,2,1.00,NONE
765,-5.761,1.020,-115.189,1,1,2.00,NONE
766,-5.839,0.836,-122.745,1,1,2.00,NONE
767,-5.921,0.653,-130.144,-1,2,1.00,NONE
768,-5.999,0.469,-137.341,-1,2,1.00,NONE
769,-6.096,0.301,-142.130,-1,2,1.00,NONE
770,-6.257,0.182,-141.199,-1,2,1.00,NONE
771,-6.418,0.063,-140.268,-1,2,1.00,NONE
772,-6.575,-0.061,-139.634,1,3,2.00,NONE
773,-6.727,-0.190,-139.341,1,3,2.00,NONE
774,-6.880,-0.319,-139.049,1,3,2.00,NONE
775,-7.033,-0.448,-138.756,-1,2,1.00,NONE
776,-7.184,-0.579,-138.622,1,3,2.00,NONE
777,-7.334,-0.711,-138.545,1,3,2.00,NONE
778,-7.484,-0.844,-138.440,1,3,2.00,NONE
779,-7.634,-0.976,-138.335,-1,2,1.00,NONE
780,-7.784,-1.108,-138.230,-1,2,1.00,NONE
781,-7.934,-1.241,-138.201,-1,2,1.00,NONE
782,-8.083,-1.374,-138.285,-1,2,1.00,NONE
783,-8.232,-1.508,-138.541,-1,2,1.00,NONE
784,-8.381,-1.641,-138.798,-1,2,1.00,NONE
785,-8.530,-1.774,-139.054,-1,2,1.00,NONE
786,-8.680,-1.907,-139.227,-1,2,1.00,NONE
787,-8.831,-2.037,-139.227,-1,2,1.00,NONE
788,-8.983,-2.168,-138.214,-1,2,1.00,NONE
789,-9.134,-2.299,-135.968,-1,2,1.00,NONE
790,-9.286,-2.429,-133.718,-1,2,1.00,NONE
791,-9.437,-2.560,-131.471,-1,2,1.00,NONE
792,-9.579,-2.700,-130.248,-1,2,1.00,NONE
793,-9.708,-2.853,-130.758,-1,2,1.00,NONE
794,-9.837,-3.006,-131.268,-1,2,1.00,NONE
795,-9.966,-3.158,-131.779,-1,2,1.00,NONE
796,-10.096,-3.311,-132.649,-1,2,1.00,NONE
797,-10.230,-3.459,-133.061,-1,2,1.00,NONE
798,-10.365,-3.607,-133.644,-1,2,1.00,NONE
799,-10.499,-3.755,-134.380,-1,2,1.00,NONE
800,-10.638,-3.899,-135.012,-1,2,1.00,NONE
801,-10.776,-4.043,-135.786,-1,2,1.00,NONE
802,-10.917,-4.186,-136.698,-1,2,1.00,NONE
803,-11.059,-4.327,-135.711,-1,2,1.00,NONE
804,-11.203,-4.465,-131.036,-1,2,1.00,NONE
805,-11.350,-4.601,-120.830,-1,2,1.00,NONE
806,-11.499,-4.734,-103.323,-1,2,1.00,NONE
807,-11.631,-4.884,-78.792,-1,2,1.00,NONE
808,-11.723,-5.060,-46.003,-1,2,1.00,NONE
809,-11.744,-5.257,-10.938,-1,2,1.00,NONE
810,-11.674,-5.439,16.861,-1,2,1.00,NONE
811,-11.513,-5.548,34.770,-1,2,1.00,NONE
812,-11.323,-5.496,41.913,-1,2,1.00,NONE
813,-11.161,-5.382,44.042,-1,2,1.00,NONE
814,-11.015,-5.244,43.950,-1,2,1.00,NONE
815,-10.872,-5.104,43.143,-1,2,1.00,NONE
816,-10.730,-4.964,41.772,-1,2,1.00,NONE
817,-10.586,-4.826,40.244,-1,2,1.00,NONE
818,-10.439,-4.689,38.605,-1,2,1.00,NONE
819,-10.289,-4.558,36.871,-1,2,1.00,NONE
820,-10.133,-4.432,35.341,-1,2,1.00,NONE
821,-9.975,-4.309,33.711,-1,2,1.00,NONE
822,-9.814,-4.190,31.904,-1,2,1.00,NONE
823,-9.649,-4.078,30.393,-1,2,1.00,NONE
824,-9.481,-3.969,28.883,-1,2,1.00,NONE
825,-9.310,-3.865,27.622,-1,2,1.00,NONE
826,-9.136,-3.768,26.766,-1,2,1.00,NONE
827,-8.960,-3.673,26.703,-1,2,1.00,NONE
828,-8.781,-3.583,27.319,-1,2,1.00,NONE
829,-8.602,-3.495,28.617,-1,2,1.00,NONE
830,-8.422,-3.408,30.486,-1,2,1.00,NONE
831,-8.245,-3.314,32.054,-1,2,1.00,NONE
832,-8.071,-3.216,33.366,-1,2,1.00,NONE
833,-7.900,-3.112,34.544,-1,2,1.00,NONE
834,-7.733,-3.002,36.065,-1,2,1.00,NONE
835,-7.567,-2.890,38.154,-1,2,1.00,NONE
836,-7.403,-2.776,41.198,-1,2,1.00,NONE
837,-7.241,-2.658,44.829,-1,2,1.00,NONE
838,-7.086,-2.531,49.733,-1,2,1.00,NONE
839,-6.939,-2.396,57.561,-1,2,1.00,NONE
840,-6.802,-2.251,68.418,-1,2,1.00,NONE
841,-6.676,-2.096,82.296,-1,2,1.00,NONE
842,-6.573,-1.925,97.832,-1,3,1.00,NONE
843,-6.517,-1.734,112.165,-1,3,1.00,NONE
844,-6.517,-1.536,123.613,-1,3,1.00,NONE
845,-6.571,-1.344,130.883,-1,3,1.00,NONE
846,-6.674,-1.173,134.524,-1,3,2.00,NONE
847,-6.805,-1.023,133.441,-1,3,2.00,NONE
848,-6.950,-0.885,124.286,1,3,2.00,NONE
849,-7.091,-0.743,103.680,1,3,2.00,NONE
850,-7.234,-0.603,71.447,1,3,2.00,NONE
851,-7.354,-0.444,37.302,1,3,2.00,NONE
852,-7.388,-0.252,13.578,1,3,2.00,NONE
853,-7.263,-0.111,2.221,1,3,2.00,NONE
854,-7.073,-0.061,-1.984,1,3,2.00,NONE
855,-6.873,-0.061,-2.929,1,3,2.00,NONE
856,-6.674,-0.076,-3.862,1,3,2.00,NONE
857,-6.474,-0.080,-6.844,1,3,2.00,NONE
858,-6.274,-0.089,-11.418,1,3,2.00,NONE
859,-6.074,-0.102,-17.663,1,3,2.00,NONE
860,-5.876,-0.129,-25.905,1,3,2.00,NONE
861,-5.682,-0.175,-33.141,1,3,2.00,NONE
862,-5.496,-0.246,-26.777,1,3,2.00,NONE
863,-5.320,-0.341,-16.318,1,3,2.00,NONE
864,-5.173,-0.469,-6.337,1,3,2.00,NONE
865,-5.034,-0.606,2.235,1,3,2.00,NONE
866,-4.841,-0.588,-0.948,1,3,2.00,NONE
867,-4.646,-0.543,-5.316,1,3,2.00,NONE
868,-4.449,-0.549,-6.626,1,3,2.00,NONE
869,-4.250,-0.574,-7.670,1,3,2.00,NONE
870,-4.052,-0.601,-13.115,1,3,2.00,NONE
871,-3.853,-0.617,-19.443,1,3,2.00,NONE
872,-3.655,-0.641,-24.292,1,3,2.00,NONE
873,-3.460,-0.679,-28.690,1,3,2.00,NONE
874,-3.287,-0.778,-33.425,1,3,2.00,NONE
875,-3.113,-0.877,-41.752,1,3,2.00,NONE
876,-2.934,-0.967,-53.644,1,3,2.00,NONE
877,-2.760,-1.062,-66.217,1,3,2.00,NONE
878,-2.628,-1.211,-74.778,1,3,2.00,NONE
879,-2.538,-1.388,-77.392,1,3,2.00,NONE
880,-2.481,-1.579,-76.660,1,3,2.00,NONE
881,-2.444,-1.776,-73.801,1,3,2.00,NONE
882,-2.421,-1.974,-69.539,1,3,2.00,NONE
883,-2.365,-2.166,-63.461,1,3,2.00,NONE
884,-2.298,-2.354,-54.776,1,3,2.00,NONE
885,-2.222,-2.539,-45.578,1,3,2.00,NONE
886,-2.142,-2.722,-34.834,1,3,2.00,NONE
887,-2.011,-2.874,-27.801,1,3,2.00,NONE
888,-1.848,-2.990,-26.566,1,3,2.00,NONE
889,-1.678,-3.095,-28.066,1,3,2.00,NONE
890,-1.495,-3.173,-33.080,1,3,2.00,NONE
891,-1.309,-3.244,-39.119,1,3,2.00,NONE
892,-1.137,-3.346,-42.791,1,3,2.00,NONE
893,-0.979,-3.467,-44.159,1,3,2.00,NONE
894,-0.833,-3.604,-43.446,1,3,2.00,NONE
895,-0.692,-3.746,-41.491,1,3,2.00,NONE
896,-0.551,-3.888,-37.959,1,3,2.00,NONE
897,-0.405,-4.024,-34.201,1,3,2.00,NONE
898,-0.252,-4.153,-31.289,1,3,2.00,NONE
899,-0.094,-4.275,-30.742,1,3,2.00,NONE
900,0.077,-4.378,-31.977,1,3,2.00,NONE
901,0.254,-4.472,-36.662,1,3,2.00,NONE
902,0.430,-4.568,-43.086,1,3,2.00,NONE
903,0.593,-4.683,-50.112,1,3,2.00,NONE
904,0.754,-4.801,-56.439,1,3,2.00,NONE
905,0.890,-4.945,-59.486,1,3,2.00,NONE
906,1.007,-5.107,-58.434,1,3,2.00,NONE
907,1.097,-5.286,-54.459,1,3,2.00,NONE
908,1.193,-5.461,-48.685,1,3,2.00,NONE
909,1.296,-5.633,-42.428,1,3,2.00,NONE
910,1.424,-5.786,-38.063,1,3,2.00,NONE
911,1.559,-5.933,-34.117,1,3,2.00,NONE
912,1.716,-6.057,-32.340,1,3,2.00,NONE
913,1.882,-6.169,-31.578,1,3,2.00,NONE
914,2.050,-6.276,-30.789,1,3,2.00,NONE
915,2.221,-6.381,-29.808,1,3,2.00,NONE
916,2.392,-6.485,-28.774,1,3,2.00,NONE
917,2.563,-6.588,-37.015,1,3,2.00,NONE
918,2.737,-6.686,-105.190,1,3,2.00,NONE
919,2.915,-6.779,167.385,1,3,2.00,NONE
920,3.093,-6.870,160.865,1,3,2.00,NONE
921,3.041,-6.886,157.961,1,3,2.00,NONE
922,2.850,-6.827,155.806,1,3,2.00,NONE
923,2.661,-6.765,150.885,1,3,2.00,NONE
924,2.486,-6.667,150.920,1,3,2.00,NONE
925,2.448,-6.646,150.920,1,3,2.00,NONE
